CLASS,CAP-SHAPE,CAP-SURFACE,CAP-COLOR,BRUISES,ODOR,GILL-SPACING,GILL-SIZE,GILL-COLOR,STALK-SHAPE,STALK-ROOT,STALK-SURFACE,STALK-COLOR,RING-TYPE,SPORE-PRINT-COLOR,POPULATION,HABITAT
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,close,broad,yellow,enlarging,missing,smooth,orange,pendant,brown,clustered,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
edible,convex,smooth,brown,no,none,close,broad,orange,enlarging,missing,smooth,orange,pendant,brown,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
edible,convex,fibrous,white,no,none,crowed,broad,white,enlarging,missing,silky,white,pendant,white,abundant,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
edible,bell,fibrous,white,no,none,crowed,broad,gray,enlarging,missing,smooth,white,pendant,white,abundant,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
edible,knobbed,fibrous,white,no,none,crowed,broad,gray,enlarging,missing,silky,white,pendant,white,scattered,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
edible,bell,smooth,gray,no,none,crowed,broad,white,enlarging,missing,smooth,white,pendant,white,abundant,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
edible,knobbed,smooth,white,no,none,crowed,broad,gray,enlarging,missing,silky,white,pendant,white,scattered,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
edible,bell,fibrous,gray,no,none,crowed,broad,pink,enlarging,missing,silky,white,pendant,white,abundant,woods
poisonous,knobbed,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
edible,knobbed,smooth,white,no,none,crowed,broad,gray,enlarging,missing,smooth,white,pendant,white,scattered,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,convex,smooth,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,woods
poisonous,convex,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,woods
